ATP,Location,Tournament,Date,Series,Court,Surface,Round,Best of,Winner,Loser,WRank,LRank,WPts,LPts,W1,L1,W2,L2,W3,L3,W4,L4,W5,L5,Wsets,Lsets,Comment,B365W,B365L,PSW,PSL,MaxW,MaxL,AvgW,AvgL
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Berankis R.,Vesely J.,68,140,857,385,4,6,7,6,3,6,7,6,6,4,3,2,Completed,1.61,2.3,1.85,2.06,1.86,2.36,1.77,2.07
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Federer R.,Nagal S.,3,190,6950,264,4,6,6,1,6,2,6,4,,,3,1,Completed,1.005,29,1.005,36.8,1.02,36.8,1.01,23.33
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Popyrin A.,Delbonis F.,105,67,521,869,6,1,7,5,7,6,,,,,3,0,Completed,1.61,2.3,1.68,2.34,1.68,2.55,1.63,2.29
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Berrettini M.,Gasquet R.,25,36,1535,1280,6,4,6,3,2,6,6,2,,,3,1,Completed,2.2,1.66,2.31,1.69,2.35,1.69,2.26,1.64
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Simon G.,Fratangelo B.,40,117,1240,474,5,7,7,5,7,5,7,5,,,3,1,Completed,1.44,2.75,1.52,2.73,1.52,2.86,1.46,2.72
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Kukushkin M.,Bautista Agut R.,47,10,1041,2575,3,6,6,1,6,4,3,6,6,3,3,2,Completed,8,1.08,7.73,1.12,11,1.12,7.88,1.08
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Sonego L.,Granollers M.,49,91,1029,576,6,3,6,4,6,4,,,,,3,0,Completed,1.53,2.5,1.5,2.8,1.57,2.8,1.5,2.6
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Rublev A.,Tsitsipas S.,43,8,1066,3455,6,4,6,7,7,6,7,5,,,3,1,Completed,2.5,1.53,2.9,1.47,2.9,1.57,2.59,1.5
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Bublik A.,Giraldo S.,75,232,808,200,2,6,6,0,7,5,3,6,6,4,3,2,Completed,1.61,2.3,1.63,2.43,1.69,2.43,1.64,2.27
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Cilic M.,Klizan M.,23,83,1590,619,6,3,6,2,7,6,,,,,3,0,Completed,1.14,5.5,1.13,7.24,1.19,7.39,1.13,6.19
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Verdasco F.,Kamke T.,34,231,1310,201,6,3,3,6,6,1,6,2,,,3,1,Completed,1.28,3.75,1.36,3.48,1.36,3.85,1.3,3.5
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Thompson J.,Sousa J.,55,44,976,1061,6,3,6,2,6,4,,,,,3,0,Completed,1.8,2,1.93,1.97,1.95,2.23,1.77,2.05
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Andujar P.,Edmund K.,70,31,850,1325,3,6,7,6,7,5,5,7,6,2,3,2,Completed,4.5,1.2,5.03,1.21,5.2,1.22,4.64,1.2
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Isner J.,Garcia-Lopez G.,14,165,2075,326,6,3,6,4,6,4,,,,,3,0,Completed,1.2,4.5,1.18,5.58,1.22,5.58,1.17,5.07
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Zverev A.,Albot R.,6,41,4005,1137,6,1,6,3,3,6,4,6,6,2,3,2,Completed,1.44,2.75,1.47,2.93,1.49,2.93,1.44,2.81
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Stebe C.M.,Krajinovic F.,256,52,172,1018,6,3,4,6,6,4,7,6,,,3,1,Completed,5,1.16,5.27,1.2,5.55,1.22,4.84,1.18
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Struff J.L.,Ruud C.,37,54,1280,980,6,4,6,4,6,2,,,,,3,0,Completed,1.36,3.2,1.4,3.24,1.4,3.35,1.36,3.16
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Sandgren T.,Tsonga J.W.,72,65,826,885,1,6,6,7,6,4,7,6,7,5,3,2,Completed,3,1.4,2.88,1.48,3.06,1.48,2.87,1.42
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Fabbiano T.,Thiem D.,87,4,610,4925,6,4,3,6,6,3,6,2,,,3,1,Completed,5,1.16,6.12,1.16,6.2,1.2,5.52,1.15
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Chung H.,Escobedo E.,170,206,313,237,3,6,6,4,6,7,6,4,6,2,3,2,Completed,1.2,4.5,1.17,5.91,1.3,5.91,1.19,4.77
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Copil M.,Humbert U.,93,63,562,909,6,3,5,7,7,6,4,6,6,1,3,2,Completed,2.75,1.44,3.07,1.43,3.1,1.45,2.92,1.41
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Pospisil V.,Khachanov K.,216,9,214,2890,4,6,7,5,7,5,4,6,6,3,3,2,Completed,6,1.12,8.71,1.1,8.71,1.15,7.19,1.1
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Kokkinakis T.,Ivashka I.,203,144,239,376,6,3,7,6,6,7,6,2,,,3,1,Completed,1.9,1.9,1.94,1.96,1.96,2.06,1.89,1.92
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Schwartzman D.,Haase R.,21,143,1725,376,6,3,7,6,6,0,,,,,3,0,Completed,1.25,4,1.28,4.08,1.3,4.3,1.26,3.88
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Bedene A.,Kovalik J.,80,362,685,102,6,3,6,4,7,5,,,,,3,0,Completed,1.22,4.33,1.22,4.85,1.24,4.85,1.21,4.42
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Paire B.,Schnur B.,26,92,1508,568,6,2,6,4,6,4,,,,,3,0,Completed,1.25,4,1.28,4.15,1.28,4.21,1.25,3.95
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Gerasimov E.,Harris L.,129,100,406,535,7,5,7,6,7,6,,,,,3,0,Completed,1.61,2.3,1.61,2.47,1.68,2.47,1.58,2.39
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Tiafoe F.,Karlovic I.,45,79,1060,694,6,2,6,3,1,2,,,,,2,0,Retired,1.25,4,1.27,4.18,1.39,4.2,1.26,3.91
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Hoang A.,Mayer L.,104,95,524,555,3,6,6,2,6,7,6,1,6,3,3,2,Completed,2.62,1.5,2.76,1.51,2.85,1.65,2.56,1.52
52,New York,US Open,8/27/19,Grand Slam,Outdoor,Hard,1st Round,5,Shapovalov D.,Auger-Aliassime F.,33,19,1310,1750,6,1,6,1,6,4,,,,,3,0,Completed,1.66,2.2,1.68,2.32,1.73,2.45,1.65,2.24
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,1st Round,5,Laaksonen H.,Cecchinato M.,119,66,462,880,7,6,7,6,2,6,3,6,7,6,3,2,Completed,2.2,1.66,2.33,1.68,2.38,1.69,2.27,1.64
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,1st Round,5,Monfils G.,Ramos-Vinolas A.,13,51,2140,1019,7,6,6,4,6,3,,,,,3,0,Completed,1.22,4.33,1.28,4.11,1.29,4.5,1.25,4.03
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,1st Round,5,Nadal R.,Millman J.,2,60,7945,936,6,3,6,2,6,2,,,,,3,0,Completed,1.02,17,1.03,20.02,1.03,25,1.02,16.21
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,1st Round,5,Kyrgios N.,Johnson S.,30,86,1430,610,6,3,7,6,6,4,,,,,3,0,Completed,1.4,3,1.48,2.87,1.5,3.15,1.43,2.82
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,2nd Round,5,Dimitrov G.,Coric B.,78,12,722,2160,,,,,,,,,,,,,Walkover,2.3,1.61,2.27,1.7,2.3,1.62,2.3,1.62
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,2nd Round,5,Nishikori K.,Klahn B.,7,108,4005,503,6,2,4,6,6,3,7,5,,,3,1,Completed,1.16,5,1.14,6.89,1.18,7.27,1.13,6.26
52,New York,US Open,8/28/19,Grand Slam,Outdoor,Hard,2nd Round,5,Federer R.,Dzumhur D.,3,99,6950,535,3,6,6,2,6,3,6,4,,,3,1,Completed,1.03,15,1.04,15.16,1.06,15.16,1.04,11.44
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Djokovic N.,Londero J.I.,1,56,11685,970,6,4,7,6,6,1,,,,,3,0,Completed,1.01,26,1.02,24.27,1.03,35,1.01,19.48
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Koepfer D.,Opelka R.,118,42,474,1076,6,4,6,4,7,6,,,,,3,0,Completed,3,1.4,3.13,1.42,3.15,1.44,2.95,1.4
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Goffin D.,Barrere G.,15,109,2055,496,6,2,6,2,6,2,,,,,3,0,Completed,1.08,8,1.07,11.63,1.08,12.43,1.06,9.7
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,De Minaur A.,Garin C.,38,32,1270,1321,6,3,7,5,6,3,,,,,3,0,Completed,1.2,4.5,1.19,5.35,1.24,5.35,1.2,4.56
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Majchrzak K.,Cuevas P.,94,53,557,1013,6,7,6,4,2,6,6,4,6,1,3,2,Completed,2.2,1.66,2.14,1.79,2.2,1.83,2.09,1.75
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Evans D.,Pouille L.,58,27,955,1475,6,4,6,3,6,7,6,4,,,3,1,Completed,2.1,1.72,2.2,1.75,2.23,1.8,2.1,1.73
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Kudla D.,Lajovic D.,111,29,491,1441,7,5,7,5,0,6,6,3,,,3,1,Completed,2.75,1.44,2.91,1.47,2.96,1.5,2.77,1.45
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Zverev A.,Tiafoe F.,6,45,4005,1060,6,3,3,6,6,2,2,6,6,3,3,2,Completed,1.5,2.62,1.52,2.74,1.6,2.75,1.52,2.55
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Lorenzi P.,Kecmanovic M.,135,50,396,1026,7,6,6,7,7,6,3,6,6,3,3,2,Completed,8,1.08,10.2,1.08,11.79,1.08,9.32,1.06
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Bedene A.,Paire B.,80,26,685,1508,4,6,6,7,6,2,7,5,7,6,3,2,Completed,2.75,1.44,2.62,1.56,3,1.56,2.65,1.48
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Carreno Busta P.,Berankis R.,69,68,852,857,6,4,6,7,6,2,6,0,,,3,1,Completed,1.25,4,1.28,4.16,1.28,4.33,1.25,3.99
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Wawrinka S.,Chardy J.,24,74,1535,815,6,4,6,3,6,7,6,3,,,3,1,Completed,1.36,3.2,1.37,3.39,1.37,3.6,1.33,3.34
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Medvedev D.,Dellien H.,5,84,4125,618,6,3,7,5,5,7,6,3,,,3,1,Completed,1.02,19,1.03,19.16,1.05,20,1.02,14.3
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Berrettini M.,Thompson J.,25,55,1535,976,7,5,7,6,4,6,6,1,,,3,1,Completed,1.53,2.5,1.53,2.69,1.57,2.7,1.51,2.56
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Lopez F.,Nishioka Y.,61,59,923,946,6,7,6,0,6,4,6,4,,,3,1,Completed,2.75,1.44,2.99,1.45,3,1.5,2.85,1.43
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Basilashvili N.,Brooksby J.,18,394,1985,88,3,6,7,6,7,5,6,2,,,3,1,Completed,1.25,4,1.22,4.85,1.25,4.85,1.22,4.35
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Isner J.,Struff J.L.,14,37,2075,1280,6,3,7,6,7,6,,,,,3,0,Completed,1.72,2.1,1.77,2.18,1.8,2.2,1.74,2.1
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Popyrin A.,Kukushkin M.,105,47,521,1041,2,6,7,5,6,3,6,2,,,3,1,Completed,2.1,1.72,2.03,1.88,2.17,1.88,2.06,1.76
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Bublik A.,Fabbiano T.,75,87,808,610,6,7,5,7,6,4,6,3,6,3,3,2,Completed,2.62,1.5,2.47,1.61,2.62,1.61,2.44,1.56
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Andujar P.,Sonego L.,70,49,850,1029,6,2,6,4,6,2,,,,,3,0,Completed,3.4,1.33,3.22,1.4,3.5,1.4,3.26,1.34
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Shapovalov D.,Laaksonen H.,33,119,1310,462,6,4,7,6,6,2,,,,,3,0,Completed,1.07,9,1.07,11.02,1.08,11.25,1.06,9.3
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Rublev A.,Simon G.,43,40,1066,1240,6,2,,,,,,,,,1,0,Retired,1.36,3.2,1.34,3.59,1.4,3.59,1.35,3.21
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Schwartzman D.,Gerasimov E.,21,129,1725,406,6,4,6,2,6,0,,,,,3,0,Completed,1.25,4,1.26,4.38,1.26,4.55,1.23,4.19
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Kyrgios N.,Hoang A.,30,104,1430,524,6,4,6,2,6,4,,,,,3,0,Completed,1.11,6.5,1.11,8.27,1.12,8.27,1.09,7.26
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Sandgren T.,Pospisil V.,72,216,826,214,6,3,6,7,6,3,6,4,,,3,1,Completed,1.57,2.37,1.54,2.66,1.57,2.66,1.53,2.52
52,New York,US Open,8/29/19,Grand Slam,Outdoor,Hard,2nd Round,5,Monfils G.,Copil M.,13,93,2140,562,6,3,6,2,6,2,,,,,3,0,Completed,1.16,5,1.15,6.52,1.17,6.75,1.13,6.01
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,2nd Round,5,Chung H.,Verdasco F.,170,34,313,1310,1,6,2,6,7,5,6,3,7,6,3,2,Completed,1.72,2.1,1.95,1.95,1.95,2.11,1.81,2
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,2nd Round,5,Nadal R.,Kokkinakis T.,2,203,7945,239,,,,,,,,,,,,,Walkover,1.04,13,1.06,13.04,1.06,14.5,1.04,10.92
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,2nd Round,5,Cilic M.,Stebe C.M.,23,256,1590,172,4,6,6,3,7,5,6,3,,,3,1,Completed,1.1,7,1.08,10.33,1.12,10.33,1.09,7.7
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,De Minaur A.,Nishikori K.,38,7,1270,4005,6,2,6,4,2,6,6,3,,,3,1,Completed,2.37,1.57,2.5,1.6,2.64,1.6,2.47,1.55
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,Federer R.,Evans D.,3,58,6950,955,6,2,6,2,6,1,,,,,3,0,Completed,1.16,5,1.16,6.2,1.18,6.2,1.16,5.27
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,Goffin D.,Carreno Busta P.,15,69,2055,852,7,6,7,6,7,5,,,,,3,0,Completed,1.36,3.2,1.32,3.73,1.4,3.73,1.34,3.3
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,Wawrinka S.,Lorenzi P.,24,135,1535,396,6,4,7,6,7,6,,,,,3,0,Completed,1.07,9,1.07,10.66,1.09,11,1.07,9.12
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,Dimitrov G.,Majchrzak K.,78,94,722,557,7,5,7,6,6,2,,,,,3,0,Completed,1.28,3.75,1.3,3.9,1.3,4.2,1.27,3.86
52,New York,US Open,8/30/19,Grand Slam,Outdoor,Hard,3rd Round,5,Koepfer D.,Basilashvili N.,118,18,474,1985,6,3,7,6,4,6,6,1,,,3,1,Completed,2.37,1.57,2.61,1.56,2.65,1.65,2.45,1.55
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Medvedev D.,Lopez F.,5,61,4125,923,7,6,4,6,7,6,6,4,,,3,1,Completed,1.3,3.5,1.26,4.38,1.4,4.38,1.3,3.59
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Djokovic N.,Kudla D.,1,111,11685,491,6,3,6,4,6,2,,,,,3,0,Completed,1.08,8,1.09,9.33,1.13,10.5,1.08,8.26
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Andujar P.,Bublik A.,70,75,850,808,6,4,6,3,6,2,,,,,3,0,Completed,1.53,2.5,1.54,2.66,1.63,2.66,1.55,2.46
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Nadal R.,Chung H.,2,170,7945,313,6,3,6,4,6,2,,,,,3,0,Completed,1.02,17,1.03,19.67,1.03,25,1.02,15.67
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Zverev A.,Bedene A.,6,80,4005,685,6,7,7,6,6,3,7,6,,,3,1,Completed,1.28,3.75,1.26,4.3,1.3,4.3,1.26,3.87
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Cilic M.,Isner J.,23,14,1590,2075,7,5,3,6,7,6,6,4,,,3,1,Completed,2,1.8,2.03,1.88,2.09,1.95,2.01,1.81
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Berrettini M.,Popyrin A.,25,105,1535,521,6,4,6,4,6,7,7,6,,,3,1,Completed,1.36,3.2,1.34,3.56,1.38,3.56,1.34,3.22
52,New York,US Open,8/31/19,Grand Slam,Outdoor,Hard,3rd Round,5,Schwartzman D.,Sandgren T.,21,72,1725,826,6,4,6,1,6,3,,,,,3,0,Completed,1.28,3.75,1.25,4.49,1.3,4.5,1.25,4.09
52,New York,US Open,9/1/19,Grand Slam,Outdoor,Hard,3rd Round,5,Monfils G.,Shapovalov D.,13,33,2140,1310,6,7,7,6,6,4,6,7,6,3,3,2,Completed,1.72,2.1,1.73,2.24,1.77,2.26,1.72,2.14
52,New York,US Open,9/1/19,Grand Slam,Outdoor,Hard,3rd Round,5,Rublev A.,Kyrgios N.,43,30,1066,1430,7,6,7,6,6,3,,,,,3,0,Completed,2.5,1.53,2.66,1.54,2.74,1.56,2.58,1.51
52,New York,US Open,9/1/19,Grand Slam,Outdoor,Hard,4th Round,5,Federer R.,Goffin D.,3,15,6950,2055,6,2,6,2,6,0,,,,,3,0,Completed,1.16,5,1.18,5.83,1.2,5.83,1.16,5.24
52,New York,US Open,9/1/19,Grand Slam,Outdoor,Hard,4th Round,5,Dimitrov G.,De Minaur A.,78,38,722,1270,7,5,6,3,6,4,,,,,3,0,Completed,2.75,1.44,3.04,1.45,3.1,1.5,2.78,1.44
52,New York,US Open,9/1/19,Grand Slam,Outdoor,Hard,4th Round,5,Medvedev D.,Koepfer D.,5,118,4125,474,3,6,6,3,6,2,7,6,,,3,1,Completed,1.12,6,1.14,7.06,1.17,7.06,1.14,6.01
52,New York,US Open,9/2/19,Grand Slam,Outdoor,Hard,4th Round,5,Wawrinka S.,Djokovic N.,24,1,1535,11685,6,4,7,5,2,1,,,,,2,0,Retired,4.5,1.2,5.12,1.21,5.12,1.22,4.65,1.2
52,New York,US Open,9/2/19,Grand Slam,Outdoor,Hard,4th Round,5,Schwartzman D.,Zverev A.,21,6,1725,4005,3,6,6,2,6,4,6,3,,,3,1,Completed,2,1.8,2.11,1.83,2.11,1.9,1.99,1.84
52,New York,US Open,9/2/19,Grand Slam,Outdoor,Hard,4th Round,5,Berrettini M.,Rublev A.,25,43,1535,1066,6,1,6,4,7,6,,,,,3,0,Completed,2.75,1.44,2.72,1.53,2.95,1.53,2.75,1.46
52,New York,US Open,9/2/19,Grand Slam,Outdoor,Hard,4th Round,5,Monfils G.,Andujar P.,13,70,2140,850,6,1,6,2,6,2,,,,,3,0,Completed,1.16,5,1.19,5.62,1.21,5.7,1.17,5.09
52,New York,US Open,9/3/19,Grand Slam,Outdoor,Hard,4th Round,5,Nadal R.,Cilic M.,2,23,7945,1590,6,3,3,6,6,1,6,2,,,3,1,Completed,1.07,9,1.08,11.04,1.1,11.04,1.07,8.79
52,New York,US Open,9/3/19,Grand Slam,Outdoor,Hard,Quarterfinals,5,Medvedev D.,Wawrinka S.,5,24,4125,1535,7,6,6,3,3,6,6,1,,,3,1,Completed,2.1,1.72,2.06,1.87,2.15,1.91,2.03,1.81
52,New York,US Open,9/4/19,Grand Slam,Outdoor,Hard,Quarterfinals,5,Dimitrov G.,Federer R.,78,3,722,6950,3,6,6,4,3,6,6,4,6,2,3,2,Completed,9,1.07,11.73,1.07,12.22,1.1,9.44,1.06
52,New York,US Open,9/4/19,Grand Slam,Outdoor,Hard,Quarterfinals,5,Berrettini M.,Monfils G.,25,13,1535,2140,3,6,6,3,6,2,3,6,7,6,3,2,Completed,2.62,1.5,2.65,1.56,2.72,1.6,2.57,1.52
52,New York,US Open,9/5/19,Grand Slam,Outdoor,Hard,Quarterfinals,5,Nadal R.,Schwartzman D.,2,21,7945,1725,6,4,7,5,6,2,,,,,3,0,Completed,1.05,11,1.07,11.68,1.08,12.5,1.06,9.99
52,New York,US Open,9/6/19,Grand Slam,Outdoor,Hard,Semifinals,5,Medvedev D.,Dimitrov G.,5,78,4125,722,7,6,6,4,6,3,,,,,3,0,Completed,1.44,2.75,1.47,2.97,1.55,2.97,1.46,2.78
52,New York,US Open,9/7/19,Grand Slam,Outdoor,Hard,Semifinals,5,Nadal R.,Berrettini M.,2,25,7945,1535,7,6,6,4,6,1,,,,,3,0,Completed,1.06,10,1.08,10.98,1.08,12.46,1.06,9.96
52,New York,US Open,9/8/19,Grand Slam,Outdoor,Hard,The Final,5,Nadal R.,Medvedev D.,2,5,7945,4125,7,5,6,3,5,7,4,6,6,4,3,2,Sched,1.16,5.5,1.19,5.53,1.25,5.64,1.19,4.96
53,Metz,Open de Moselle,9/16/19,ATP250,Indoor,Hard,1st Round,3,Hoang A.,Stebe C.M.,109,222,521,217,6,2,6,3,,,,,,,2,0,Completed,1.57,2.25,1.58,2.51,1.67,2.51,1.6,2.33
53,Metz,Open de Moselle,9/16/19,ATP250,Indoor,Hard,1st Round,3,Verdasco F.,Darcis S.,35,182,1265,276,6,2,6,2,,,,,,,2,0,Completed,1.25,3.75,1.24,4.49,1.31,4.7,1.24,4.03
53,Metz,Open de Moselle,9/16/19,ATP250,Indoor,Hard,1st Round,3,Krajinovic F.,Gojowczyk P.,49,89,1018,604,7,5,6,4,,,,,,,2,0,Completed,1.66,2.1,1.77,2.15,2.02,2.2,1.71,2.12
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Barrere G.,Hurkacz H.,98,36,558,1243,6,2,6,2,,,,,,,2,0,Completed,2.75,1.4,3.01,1.43,3.05,1.48,2.78,1.43
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Herbert P.H.,Struff J.L.,55,39,1003,1235,7,6,6,4,,,,,,,2,0,Completed,2.75,1.4,2.8,1.49,3.13,1.49,2.79,1.43
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Gasquet R.,Granollers M.,41,100,1200,551,4,6,7,6,6,4,,,,,2,1,Completed,1.4,2.75,1.41,3.14,1.45,3.2,1.38,3.01
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Sonego L.,Otte O.,51,157,1013,334,6,2,7,6,,,,,,,2,0,Completed,1.3,3.4,1.36,3.43,1.37,3.56,1.32,3.33
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Tsonga J.W.,Andujar P.,61,52,955,1012,3,6,6,1,6,2,,,,,2,1,Completed,1.22,4,1.17,5.63,1.29,5.95,1.18,4.86
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Carreno Busta P.,Lenz J.,62,270,897,162,6,1,6,1,,,,,,,2,0,Completed,1.22,4,1.23,4.61,1.28,4.75,1.24,3.97
53,Metz,Open de Moselle,9/17/19,ATP250,Indoor,Hard,1st Round,3,Bedene A.,Roumane R.,76,431,765,78,6,4,6,4,,,,,,,2,0,Completed,1.36,3,1.33,3.61,1.42,3.61,1.35,3.15
53,Metz,Open de Moselle,9/18/19,ATP250,Indoor,Hard,1st Round,3,Simon G.,Copil M.,37,87,1240,605,6,3,6,4,,,,,,,2,0,Completed,1.44,2.62,1.47,2.86,1.5,2.9,1.45,2.7
53,Metz,Open de Moselle,9/18/19,ATP250,Indoor,Hard,1st Round,3,Maden Y.,Humbert U.,129,65,429,891,6,4,6,7,6,4,,,,,2,1,Completed,3.4,1.3,3.86,1.3,4,1.32,3.58,1.29
53,Metz,Open de Moselle,9/18/19,ATP250,Indoor,Hard,2nd Round,3,Barrere G.,Hoang A.,98,109,558,521,3,6,7,6,6,2,,,,,2,1,Completed,1.57,2.25,1.74,2.22,1.74,2.4,1.64,2.23
53,Metz,Open de Moselle,9/18/19,ATP250,Indoor,Hard,2nd Round,3,Paire B.,Gasquet R.,23,41,1508,1200,3,6,6,3,6,4,,,,,2,1,Completed,2.37,1.53,2.6,1.56,2.6,1.62,2.37,1.58
53,Metz,Open de Moselle,9/18/19,ATP250,Indoor,Hard,2nd Round,3,Krajinovic F.,Verdasco F.,49,35,1018,1265,3,6,6,4,6,3,,,,,2,1,Completed,1.83,1.83,2,1.9,2,2,1.92,1.87
53,Metz,Open de Moselle,9/19/19,ATP250,Indoor,Hard,2nd Round,3,Bedene A.,Simon G.,76,37,765,1240,7,6,6,2,,,,,,,2,0,Completed,2.37,1.53,2.34,1.67,2.5,1.67,2.33,1.59
53,Metz,Open de Moselle,9/19/19,ATP250,Indoor,Hard,2nd Round,3,Carreno Busta P.,Goffin D.,62,14,897,2055,6,3,6,2,,,,,,,2,0,Completed,2.62,1.44,2.73,1.52,2.75,1.56,2.53,1.51
53,Metz,Open de Moselle,9/19/19,ATP250,Indoor,Hard,2nd Round,3,Pouille L.,Sonego L.,26,51,1430,1013,6,1,6,4,,,,,,,2,0,Completed,1.72,2,1.79,2.14,1.8,2.25,1.75,2.06
